id,reporter,report-time,last-modified,status,priority,severity,product,component,summary/subject/title,class,expected result,observed/actual result,reproducible,steps to reproduce,manual,llama,qwen,qwen-coder,link
1960792,Paweł,2021-05-14T22:19:10Z,2021-05-19T01:22:03Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,rpmbuild fails at the test stage,normal,,"Building a package ends with a failure.

FAIL: tests/ls/stat-free-color.sh",Always,"rpmbuild -bb coreutils.spec
or 
rpmbuild --rebuild coreutils-8.32-24.fc34.src.rpm","rpmbuild -bb coreutils.spec 
rpmbuild --rebuild coreutils-8.32-24.fc34.src.rpm","To reproduce the bug described in the output of the `tests/ls/stat-free-color.sh` script from the coreutils package, you would need to follow these steps based on the information provided:

1. **Run the Test Script Directly**:
   - The most straightforward way to attempt to reproduce the issue is by running the test script itself directly if possible:
     ```bash
     ./tests/ls/stat-free-color.sh
     ```
   - This assumes you have access to the coreutils test suite and are in the appropriate directory.

2. **Simulate Test Conditions**:
   - If direct execution of the script isn't feasible, or you want to understand the issue better by replicating its conditions manually, you can try the following steps based on what the script does:
     1. **Create a Directory Structure**:
        - Create a directory named `d`.
        - Inside `d`, create another directory named `subdir`, and three files: `regf`, `hlink` (a hard link to `regf`), and `slink` (a symbolic link to `regf`). Also, create a dangling symbolic link `dangle` pointing to something that doesn't exist (`nowhere`).
        ```bash
        mkdir d
        cd d
        mkdir subdir
        touch regf
        ln regf hlink
        ln -s regf slink
        ln -s nowhere dangle
        ```
     2. **Run `ls` with Color**:
        - Execute the `ls` command with color output on both the original directory structure and after adding more content (as done in the script), to see if the number of stat calls changes.
        ```bash
        strace -e newfstatat,statx ls --color=always .
        ```
        This command uses `strace` to trace system calls related to file status (`newfstatat`, `statx`) when running `ls`. Note that the exact commands and tracing might need adjustments based on your system and what you're trying to observe.

3. **Verify System Calls**:
   - The script checks for the number of `stat`-like system calls (including `newfstatat` and `statx`). You can manually verify this by comparing the output of the traced commands before and after adding more files or links, looking for any discrepancies in the expected versus actual number of these system calls.

**Note**: The exact steps to reproduce might depend on specifics not detailed in your question, such as the operating system version, file system type, and the coreutils package version. Additionally, if you're trying to debug an issue related to this test failing, ensure that any relevant dependencies or environment settings are correctly configured.","The failure in `tests/ls/stat-free-color.sh` indicates that the number of `stat*` system calls performed by the `ls` command when listing a directory before and after creating additional files within that directory are not matching as expected. The purpose is to verify whether the `ls --color=auto` command, which is supposed to minimize `stat` calls, is working correctly.

Here's how you can reproduce this bug using similar commands:

### Steps to Reproduce

1. **Create a Directory and Files:**
   ```bash
   mkdir -p /tmp/testdir
   cd /tmp/testdir
   touch file1 file2
   mkdir subdir
   ```

2. **Run `ls` with `stat*` system calls tracking:**
   
   Use `strace` to trace the `stat*` calls made by `ls`. We will capture these calls for two scenarios:

   - Scenario 1: Listing an empty directory.
   - Scenario 2: Listing a directory after creating additional files.

3. **Scenario 1: List an Empty Directory and Track Calls**

   ```bash
   mkdir /tmp/testdir/empty_dir
   strace -e trace=stat,stat64,lstat,lstat64,fstat,fstat64,newfstatat -o log1 ls --color=auto empty_dir
   ```

4. **Scenario 2: List Directory with Additional Files and Track Calls**

   ```bash
   cd /tmp/testdir/empty_dir
   touch fileA fileB subdir/
   strace -e trace=stat,stat64,lstat,lstat64,fstat,fstat64,newfstatat -o log2 ls --color=auto
   ```

5. **Count the `stat*` Calls:**

   ```bash
   grep -c stat log1  # This should give you the number of stat calls in Scenario 1.
   grep -c stat log2  # This should give you the number of stat calls in Scenario 2.
   ```

### Expected Outcome

The script expects that the number of `stat*` calls will be consistent (or not increase significantly) between these two scenarios when using `ls --color=auto`. However, if there is an unexpected increase in system calls, it indicates a potential issue.

### Actual Issue Highlighted by Logs:

From your logs, we see the following discrepancy:

- **log1**:
  ```bash
  newfstatat(3, """", {st_mode=S_IFDIR|0755, st_size=40, ...}, AT_EMPTY_PATH) = 0
  ```
  
- **log2**:
  ```bash
  newfstatat(1, """", {st_mode=S_IFREG|0644, st_size=4505, ...}, AT_EMPTY_PATH) = 0
  ```

The `ls` command in the second scenario makes an additional call that it did not make in the first. This is what caused the failure.

### Conclusion

This indicates a potential inefficiency in how `ls --color=auto` handles directory listings when there are more files present. You might want to report this as a bug or investigate further if the behavior changes with different versions of `coreutils`.","To reproduce the bug described in the log, you need to run the specific test case that failed. The failure is associated with the `tests/ls/stat-free-color.sh` script in the Coreutils project (version 8.32 in this case). This script is designed to verify behavior of the `ls` command when listing directory contents without using colorization, specifically focusing on whether it relies on `statx`.

Here's a step-by-step guide to reproduce the bug:

1. **Get the Source Code**:
   - Download or clone the Coreutils source code from the official repository.
     ```bash
     git clone https://git.savannah.gnu.org/git/coreutils.git
     ```

2. **Check Out the Specific Version**:
   - If you want to check out version 8.32 (the version in which this bug was reported), use:
     ```bash
     cd coreutils
     git checkout v8.32
     ```

3. **Prepare and Build the Source Code**:
   - Follow the build instructions from the `INSTALL` file or README.
     ```bash
     ./bootstrap  # This may be necessary if not all generated files are included in the source tarball
     mkdir build && cd build
     ../configure
     make
     ```

4. **Run the Specific Test Case**:
   - Navigate to the `tests/ls` directory and run the failing test script.
     ```bash
     cd tests/ls
     ./stat-free-color.sh
     ```

5. **Observe the Failure**:
   - The script should fail with an exit status of 1, similar to what you described in your log output.

If you do not want to build Coreutils from source, you can also try running the test suite directly after configuring and building:

```bash
make check
```

This will execute all tests, including `stat-free-color.sh`. However, if you are specifically interested in the behavior of this one script, following steps 4 and 5 should be sufficient to reproduce the issue.",https://bugzilla.redhat.com/show_bug.cgi?id=1960792
1955493,Aurélien Rouëné,2021-04-30T09:02:35Z,2021-04-30T10:47:28Z,CLOSED NOTABUG,unspecified,high,Fedora,coreutils,F34 chmod on btrfs mess up the permissions,normal,,"Doing a chmod other than 777 on a directory in the /home/user mess up the permissions, then permissions are shown as 'd?????????'.",Always,"$ mkdir test                    
$ touch test/file
$ ll -a test     
total 0
drwxr-xr-x. 1 arouene arouene   8 Apr 30 10:47 .
drwx------. 1 arouene arouene 840 Apr 30 10:47 ..
-rw-r--r--. 1 arouene arouene   0 Apr 30 10:47 file

$ chmod 0640 test 
$ ll -a test     
ls: cannot access 'test/.': Permission denied
ls: cannot access 'test/..': Permission denied
ls: cannot access 'test/file': Permission denied
total 0
d????????? ? ? ? ?            ? .
d????????? ? ? ? ?            ? ..
-????????? ? ? ? ?            ? file","mkdir test
touch test/file
ll -a test
chmod 0640 test
ll -a test
","```bash
mkdir test
touch test/file
ll -a test
chmod 0640 test
ll -a test
```","mkdir test                    
touch test/file
chmod 0640 test 
ll -a test     ","mkdir test  
touch test/file  
ll -a test  
chmod 0640 test  
ll -a test",https://bugzilla.redhat.com/show_bug.cgi?id=1955493
1952490,ricky.tigg,2021-04-22T11:44:20Z,2021-04-22T14:46:12Z,CLOSED NOTABUG,unspecified,medium,Fedora,coreutils,Default sorting not applied,normal,Order applied. No addition of empty argument.,"Default sorting – according to alphabetic order – not applied, be the option '-d' part of the command or not.",Always,"$ rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort","rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort","```bash
rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort
```","rpm -qa --queryformat ""%{NAME}-%{VERSION}\n"" automake autoconf m4 mingw64-* | column | sort",,https://bugzilla.redhat.com/show_bug.cgi?id=1952490
1944688,Vratislav Podzimek,2021-03-30T13:50:50Z,2021-03-30T14:22:43Z,CLOSED DUPLICATE,unspecified,unspecified,Fedora,coreutils,/bin/basename not provided by the coreutils package,normal,,"""/bin/basename"" missing",,"# rpm -qf `which basename`
# rpm -q --provides coreutils","rpm -qf `which basename`
rpm -q --provides coreutils
",,,,https://bugzilla.redhat.com/show_bug.cgi?id=1944688
1634200,Uri Simchoni,2018-09-28T22:21:06Z,2021-03-30T14:22:41Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,/bin/basename does not appear as provided by coreutils-single,normal,repoquery should list coreutils-single as well.,"/bin/basename is installed, and shows up in local rpm query, but does not show up in repoquery. That appears to be causing a dnf install of an .rpm file which requires /bin/basename to fail.",Always,"1. spin-up a fedora 28 container:
docker run -it --rm fedora:latest /bin/bash
2. use the following commands:
[root@a6cdd04a835c /]# rpm -q coreutils-single
coreutils-single-8.29-7.fc28.x86_64
[root@a6cdd04a835c /]# ls -l /bin/basename  
-r-xr-xr-x. 1 root root 55 May 29 16:33 /bin/basename
[root@a6cdd04a835c /]# rpm -q --whatprovides /bin/basename
coreutils-single-8.29-7.fc28.x86_64
[root@a6cdd04a835c /]# dnf repoquery --whatprovides /bin/basename
Last metadata expiration check: 0:15:37 ago on Fri Sep 28 21:55:41 2018.
coreutils-0:8.29-5.fc28.x86_64
coreutils-0:8.29-7.fc28.x86_64","docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename","```bash
docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename  
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename
dnf repoquery --whatprovides /usr/bin/basename
```","docker run -it --rm fedora:latest /bin/bash
rpm -q coreutils-single
ls -l /bin/basename  
rpm -q --whatprovides /bin/basename
dnf repoquery --whatprovides /bin/basename",,https://bugzilla.redhat.com/show_bug.cgi?id=1634200
1921427,John.ne1,2021-01-28T00:55:23Z,2021-02-23T00:25:07Z,CLOSED ERRATA,unspecified,medium,Fedora,coreutils,"stat command shows ""UNKNOWN"" as Type for exFAT drive",normal,It must display a file system name at Type e.g exFAT,It does not show a file system name at Type.,Always,"1. Connect exFAT drive to your computer. If you don't have an exFAT drive, just create an exFAT medium with gnome-disk-utility-3.38.0-1.fc33.x86_64

2. Enter this command: stat -f '<file/folder from exFAT drive>'


Sample:

stat -f '/run/media/aurora/LABEL/iiiiiii.txt' 
  File: ""/run/media/aurora/LABEL/iiiiiii.txt""
    ID: 83000000000 Namelen: 1530    Type: UNKNOWN (0x2011bab0)
Block size: 32768      Fundamental block size: 32768
Blocks: Total: 973808     Free: 973801     Available: 973801
Inodes: Total: 0          Free: 0

3. See Type: UNKNOWN (0x2011bab0)",stat -f '<file/folder from exFAT drive>',"mkfs.exfat /dev/sdX (replace /dev/sdX with your actual device)
stat -f '/mount/point/of/exfat/drive' (replace /mount/point/of/exfat/drive with actual mount point)","None

The provided information indicates that a specific setup is necessary to reproduce the bug (i.e., connecting an exFAT drive), which cannot be represented simply by shell commands alone without the physical media or virtual equivalent being specified. Therefore, a complete and precise command-line-only reproduction isn't feasible based on the given description.",stat -f '/run/media/aurora/LABEL/iiiiiii.txt',https://bugzilla.redhat.com/show_bug.cgi?id=1921427
1921249,Pádraig Brady,2021-01-27T19:16:01Z,2021-02-17T05:08:27Z,CLOSED ERRATA,unspecified,medium,Fedora,coreutils,ls can crash when printing selinux context of unstatable files,,,"ls since 6.9 can crash when printing selinux context,
and encountering an unstatable file (like a missing symlink target).",Always,,,"```bash
mkdir test_dir
cd test_dir
ln -s non_existent_file symlink
chmod 755 .
ls -Zd .
```",,,https://bugzilla.redhat.com/show_bug.cgi?id=1921249
1921246,Pádraig Brady,2021-01-27T19:08:02Z,2021-02-17T05:08:25Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,split can cause data corruption with --number=K/N construct,,,"split --number=K/N can be used when there isn't enough local storage,
and you want to split input to separate output devices in separate runs.

Ever since v8.26 (so including centos 8), there is a nasty
data corruption issue for any file over 128KiB
as part of the input file is skipped incorrectly.",Always,,,"To reproduce the bug, you can use the following command:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=256
split -n 2/3 --numeric-suffixes input.txt output_
cat output_00 output_01 | md5sum
dd if=/dev/urandom of=input.txt bs=1024 count=256
split -n 2/3 input.txt output_
cat output_00 output_01 | md5sum
```

Note that the first `md5sum` should be different from the second `md5sum`, indicating data corruption.

Alternatively, a simpler test case:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=130
split --number=l/2 input.txt output_
cat output_00 output_01 | md5sum
md5sum input.txt
```

The two `md5sum` outputs should be different, indicating data corruption. 

Please note that running these commands requires the `dd`, `split`, and `md5sum` utilities to be installed on your system. Also, the actual output files (`output_00` and `output_01`) may vary based on the specific version of `split` being used. 

However, considering the original description which specifically mentions ""split --number=K/N"", a test case could also be:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=130
split --number=1/2 input.txt output_
cat output_0 output_1 | md5sum
md5sum input.txt
```

The two `md5sum` outputs should match, but due to the bug, they might not. 

To simplify:

```bash
dd if=/dev/urandom of=input.txt bs=1024 count=130
split --number=1/2 input.txt output_
cmp input.txt <(cat output_0 output_1)
```

If the `cmp` command reports any differences, it indicates data corruption due to the bug.","split -n l/2 bigfile part_
cat part_* > merged_file
diff bigfile merged_file",,https://bugzilla.redhat.com/show_bug.cgi?id=1921246
1811038,Mohan Boddu,2020-03-06T13:43:13Z,2021-02-16T19:39:24Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,/usr/bin/mknod: cannot set permissions of '/dev/random': Operation not supported,,,,,,,"mknod -m 666 /dev/random c 1 8 

Note: The command should be run in an environment where /dev/random is already present, as it's a character special file that cannot be created using mknod if it doesn't exist. Also, the exact error message may vary depending on the system and permissions.",,,https://bugzilla.redhat.com/show_bug.cgi?id=1811038
959597,Don Swaner,2013-05-03T22:35:04Z,2021-02-03T17:55:53Z,CLOSED RAWHIDE,unspecified,low,Fedora,coreutils,"Info link ""Note Specifying the Time Zone"" gives ""No such file or directory""",normal,View documentation on Specifying the Time Zone,"Error message ""libc: No such file or directory""",Always,"1. do ""info date"" or ""info who""
2. try to take link ""*Note Specifying the Time Zone ...""","info date
info who","info date
(info command, then follow link ""*Note Specifying the Time Zone with `TZ': (libc)TZ Variable"")","info date
info who","info date
info who",https://bugzilla.redhat.com/show_bug.cgi?id=959597
1914537,David Johnston,2021-01-09T15:08:58Z,2021-01-27T08:05:12Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,`sort -n -u` does not work with IPv4 addresses,normal,"$?=0
Bar and Baz both contain 16 lines","$?=1
Bar contains 8 lines
Baz contains 16 lines",,"1. Take a file Foo, with a list of IPs, one per line, with duplicates
2. sort -n -u < Foo > Bar
3. sort -n  < Foo | uniq > Baz
4. diff Bar Baz","sort -n -u < Foo > Bar  
sort -n < Foo | uniq > Baz  
diff Bar Baz","```bash
echo -e ""192.168.1.1\n192.168.1.2\n192.168.1.1\n192.168.1.3\n192.168.1.2\n192.168.1.4\n192.168.1.5\n192.168.1.6\n192.168.1.7\n192.168.1.8\n192.168.1.9\n192.168.1.10\n192.168.1.11\n192.168.1.12\n192.168.1.13\n192.168.1.14"" > Foo
sort -n -u < Foo > Bar
sort -n < Foo | uniq > Baz
diff Bar Baz
```","touch Foo; echo -e ""192.168.0.1\n192.168.0.1\n192.168.0.2\n192.168.0.2"" > Foo
sort -n -u < Foo > Bar
sort -n < Foo | uniq > Baz
diff Bar Baz",,https://bugzilla.redhat.com/show_bug.cgi?id=1914537
1914737,Clark,2021-01-11T05:24:04Z,2021-01-11T20:47:10Z,CLOSED NOTABUG,unspecified,medium,Fedora,coreutils,stat command does not show birth time (btime) entry in Fedora 33 (GNOME),normal,"Fedora 33 (GNOME) uses Btrfs as the file system by default. Btrfs supports birth time (btime) for files and directories, so there must also be a birth time (btime) entry per stat command.",Birth time (btime) has no entry.,Always,"1. Install Fedora 33 (GNOME) on the internal disk.
2. Open Terminal and use stat command for file or directory.
3. In Terminal there is no entry for ""Birth"" (btime).",stat <file-or-directory>,"stat /path/to/existing/file
stat /path/to/existing/directory 

(Note: The actual path should be replaced with an existing file or directory on a Btrfs filesystem in Fedora 33)",,stat /path/to/file_or_directory,https://bugzilla.redhat.com/show_bug.cgi?id=1914737
1869624,Florian Bezdeka,2020-08-18T11:37:34Z,2020-11-17T10:47:31Z,CLOSED RAWHIDE,unspecified,unspecified,Fedora,coreutils,coreutils: test -w broken,normal,0,1,Always,"1. mkdir -p /tmp/foo
2. test -w /tmp/foo; echo $?","mkdir -p /tmp/foo
test -w /tmp/foo; echo $?","```bash
mkdir -p /tmp/foo
test -w /tmp/foo; echo $?
```","mkdir -p /tmp/foo
test -w /tmp/foo; echo $?","mkdir -p /tmp/foo
test -w /tmp/foo; echo $?",https://bugzilla.redhat.com/show_bug.cgi?id=1869624
1783903,Peter Robinson,2019-12-16T08:57:39Z,2020-11-07T06:52:50Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,Does coreutils really depend on ncurses?,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1783903
1882187,major,2020-09-24T01:49:51Z,2020-11-06T16:51:32Z,CLOSED NOTABUG,unspecified,low,Fedora,coreutils,multiple checksumming utilities output an extraneous leading backslash when processing filenames that have embedded newlines,normal,No extraneous leading backslash should occur. I do not know if this bug indicates a more serious string processing problem.,"b2sum, md5sum, sha1sum, sha224sum, sha256sum, sha384sum, and sha512sum each output an extraneous leading backslash when processing filenames that have embedded newlines",Always,"$ # show bash and coreutils versions
$ rpm -q bash coreutils
$ # create variable that holds filename with
$ file='AAA'$'\n''BBB'
$ # show that variable contains an embedded newline
$ printf -- '%s' ""$file"" | od -c
$ # create empty file with filename containing embedded newline
$ cp -v /dev/null ""$file""
$ # list file with filename containing embedded newline
$ ls -b ""$file""
$ # run md5sum, for example, on file with filename containing embedded newline
$ md5sum ""$file""
$ # note the extraneous leading backslash","rpm -q bash coreutils
file='AAA'$'\n''BBB'
printf -- '%s' """"$file"""" | od -c
cp -v /dev/null """"$file""""
ls -b """"$file""""
md5sum """"$file""""","```bash
file='AAA'$'\n''BBB'
printf -- '%s' ""$file"" | od -c
cp -v /dev/null ""$file""
ls -b ""$file""
md5sum ""$file""
```","file='AAA'$'\n''BBB'
cp -v /dev/null ""$file""
md5sum ""$file""","file='AAA'$'\n''BBB'
cp -v /dev/null ""$file""
md5sum ""$file""",https://bugzilla.redhat.com/show_bug.cgi?id=1882187
467622,Sammy,2008-10-19T15:27:27Z,2020-10-19T09:17:43Z,CLOSED WONTFIX,medium,medium,Fedora,coreutils,nohup job is killed when ssh times out,,,"It involves the
following components: nohup, ssh, kernel, openmp.

When one starts a job remotely using nohup and normally logs out
(ctrl-D) the job stays running. However, if you do not logout and
let ssh time out the job is killed.

The situation is more interesting on a multi-processor machine when
running an openmp job. In this case it seems to kill all but one
of the threads and the job keeps running on a single cpu.",,,,"```bash
# Create a simple OpenMP program (e.g., test.c)
cat > test.c <<EOF
#include <omp.h>
#include <stdio.h>

int main() {
    #pragma omp parallel
    {
        int tid = omp_get_thread_num();
        while(1) {
            printf(""Thread %d is running...\n"", tid);
            sleep(1);
        }
    }
    return 0;
}
EOF

# Compile the program
gcc -fopenmp test.c -o test

# Start a new SSH session and run the job with nohup
ssh user@remotehost ""nohup ./test &""

# Do not log out, wait for SSH to time out

# Alternatively, to simulate timeout, close the SSH connection without logging out
ssh user@remotehost ""nohup ./test &""
# Immediately close the SSH connection (e.g., using Ctrl+])
```",,,https://bugzilla.redhat.com/show_bug.cgi?id=467622
1870385,Brendan Conoboy,2020-08-19T23:03:35Z,2020-10-07T15:50:53Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,"date --date=""2019-03-10 02:00:00"" +""%s"" fails",normal,,Converting a date to seconds near daylight savings time start fails,Always,"blc@localhost /tmp>date --date=""2019-03-10 01:23:45"" +""%s""
1552209825
blc@localhost /tmp>date --date=""2019-03-10 02:23:45"" +""%s""
date: invalid date ‘2019-03-10 02:23:45’
blc@localhost /tmp>date --date=""2019-03-10 03:23:45"" +""%s""
1552213425
blc@localhost /tmp>TZ=UTC date --date=""2019-03-10 02:23:45"" +""%s""
1552184625","date --date=""2019-03-10 01:23:45"" +""%s""
date --date=""2019-03-10 02:23:45"" +""%s""
date --date=""2019-03-10 03:23:45"" +""%s""
TZ=UTC date --date=""2019-03-10 02:23:45"" +""%s""","```bash
date --date=""2019-03-10 01:23:45"" +""%s""
date --date=""2019-03-10 02:23:45"" +""%s""
date --date=""2019-03-10 03:23:45"" +""%s""
TZ=UTC date --date=""2019-03-10 02:23:45"" +""%s""
```","date --date=""2019-03-10 02:23:45"" +""%s""","TZ=PDT date --date=""2019-03-10 02:23:45"" +""%s""",https://bugzilla.redhat.com/show_bug.cgi?id=1870385
1830318,Allan Day,2020-05-01T15:19:53Z,2020-10-06T13:47:57Z,CLOSED RAWHIDE,unspecified,unspecified,Fedora,coreutils,Remove 256 colors from DIR_COLORS,normal,The colours match those configured in the terminal.,The colors don't follow those configured in the terminal.,Always,"Run ls in a location that will give you a variety of colors (say, /usr/libexec).",,ls --color /usr/libexec,,,https://bugzilla.redhat.com/show_bug.cgi?id=1830318
1884264,Norbert Jurkeit,2020-10-01T13:37:33Z,2020-10-02T08:14:06Z,CLOSED WONTFIX,unspecified,medium,Fedora,coreutils,Missing color scheme in coreutils-common with F33 beta,,,ls command displays directory names in dark blue which makes them barely readable in virtual terminals with black background in LXDE spin of F33 beta,,,,"```bash
ls --color=auto
cat /etc/DIR_COLORS.256color
```",,,https://bugzilla.redhat.com/show_bug.cgi?id=1884264
1883685,qazdefuque,2020-09-29T20:35:51Z,2020-09-30T10:08:56Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,[abrt] coreutils: set_program_name(): ls killed by SIGABRT,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1883685
1877625,Jeffrey Walton,2020-09-10T02:31:10Z,2020-09-12T07:07:12Z,CLOSED NOTABUG,unspecified,unspecified,Fedora,coreutils,Two /dev/sda3 filesystems using 'df -h'?,normal,,df -h' has a slightly unusual output. /dev/sda3 is listed twice,Always,,df -h,"To reproduce the bug, you would need a system with Btrfs and a specific disk layout where `/dev/sda3` is mounted on both `/` and `/home`. The exact steps might involve:

1. Installing Fedora 33 on an x86_64 system.
2. Ensuring the system uses Btrfs as its filesystem.
3. Setting up the disk to have `/dev/sda3` mounted on both `/` and `/home`, which could typically be achieved during installation or by manually editing fstab entries after installation.

However, simulating this exact environment just for testing might not be straightforward without actual hardware or a virtual machine setup that closely mirrors the described system. The key command to test once such an environment is set up would simply be:

```bash
df -h
```

This should display disk usage statistics and ideally replicate the issue of `/dev/sda3` being listed twice if the bug conditions are met.

Given these constraints, a simplified version to potentially reproduce or demonstrate the behavior on any system (assuming Btrfs support) could involve creating a Btrfs volume with subvolumes for `/` and `/home`, then using `df -h` to see if it lists the filesystem twice. This approach doesn't exactly replicate the hardware but tests the coreutils behavior under similar conditions:

```bash
# Create a loopback file for Btrfs testing (as root or with sudo)
dd if=/dev/zero of=btrfs_test.img bs=1M count=100

# Format it as Btrfs and mount it
mkfs.btrfs btrfs_test.img
mkdir /mnt/test
mount -o loop btrfs_test.img /mnt/test

# Create subvolumes for / and /home
btrfs subvolume create /mnt/test/root
btrfs subvolume create /mnt/test/home

# Mount these subvolumes (assuming they are empty and for testing purposes only)
umount /mnt/test
mkdir /mnt/root /mnt/home
mount -o loop,subvol=root btrfs_test.img /mnt/root
mount -o loop,subvol=home btrfs_test.img /mnt/home

# Now test df -h to see if it lists the filesystem twice
df -h
```

Please note, this is a simulation and might not perfectly replicate the original environment but aims to mimic the conditions under which `df -h` would list `/dev/sda3` twice due to its mount points. 

For direct reproduction based on provided details without additional setup:

```bash
df -h
```",,,https://bugzilla.redhat.com/show_bug.cgi?id=1877625
1861108,Chris Murphy,2020-07-27T20:27:11Z,2020-08-20T11:30:04Z,CLOSED RAWHIDE,unspecified,unspecified,Fedora,coreutils,RFE: make cp default to reflink=auto,,,,,,,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1861108
1111722,Chris Murphy,2014-06-20T20:15:45Z,2020-05-04T03:30:29Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,"hang at main menu, restoring hardware time and probing storage",,Hang at the hub,No hang,Always,"Steps to Reproduce:
1. Install Fedora 20 using Btrfs preset with custom install to leave free space.
2. Boot Fedora 21 installer Fedora-Live-Workstation-x86_64-rawhide-20140619.iso
3. Choose English as language.",,,,,https://bugzilla.redhat.com/show_bug.cgi?id=1111722
1800597,1014938109,2020-02-07T13:51:19Z,2020-02-11T11:19:15Z,CLOSED RAWHIDE,low,low,Fedora,coreutils,Test fail of tests/misc/env-S.pl and tests/misc/tty,normal,No failures.,FAIL tests/misc/tty.sh (exit status: 1),,1.make test under rpmbuild/BUILD/coreutils-8.31/single or rpmbuild -ba coreutils.spec,"cd rpmbuild/BUILD/coreutils-8.31/single  
make check","```bash
make check
```
or 
```bash
make test
```
Note that these commands should be run in the build directory of the coreutils package (e.g., `rpmbuild/BUILD/coreutils-8.31/single`). Additionally, running these commands as root may also reproduce the bug with more failures:
```bash
sudo make check
```
or 
```bash
sudo make test
```",,make check,https://bugzilla.redhat.com/show_bug.cgi?id=1800597
1739747,Harish Pillay,2019-08-10T02:23:05Z,2019-11-27T23:12:19Z,CLOSED EOL,unspecified,medium,Fedora,coreutils,error in displaying date -d 1982-01-01 because of TZ change from UTC+7.5 to UTC+8,normal,Fri Jan  1 00:00:00 +08 1982,date -d 1982-01-01 returns date: invalid date ‘1982-01-01’,Always,"1. On a system set to UTC+8 Singapore, run date -d 1981-12-31. It will succeed.
2. Then run 1982-01-01 and it will fail.
3. Running 1928-01-02 succeeds. ","date -d 1981-12-31  
date -d 1982-01-01","```bash
TZ=Asia/Singapore date -d '1981-12-31'
TZ=Asia/Singapore date -d '1982-01-01'
TZ=Asia/Singapore date -d '1928-01-02'
```","TZ='Asia/Singapore' date -d '1982-01-01'
TZ='Asia/Singapore' date -d '1981-12-31'",date -d 1982-01-01,https://bugzilla.redhat.com/show_bug.cgi?id=1739747
1390462,Jan Hutař,2016-11-01T06:35:11Z,2019-11-27T19:23:15Z,CLOSED EOL,unspecified,unspecified,Fedora,coreutils,on 2016-10-31 command `date -d 'month ago'` does not return previous month,normal,Should show start of previous month,Shows current month,Always,"1. # date
2. # date -d 'month ago'","date
date -d 'month ago'","```bash
date
date -d 'month ago'
```","date
date -d 'month ago'",date -d 'month ago',https://bugzilla.redhat.com/show_bug.cgi?id=1390462
1764152,Matej Marušák,2019-10-22T11:26:29Z,2019-10-25T17:01:41Z,CLOSED ERRATA,unspecified,unspecified,Fedora,coreutils,Cannot run `ls -l` in docker container with new coreutils,normal,Just list all in `/`,ls: cannot access '/': Operation not permitted,Always,"1.
$ cat Dockerfile 
FROM fedora:30
RUN dnf -y update coreutils
2. sudo docker build
3. sudo docker run -it --rm <build image> ls /","cat Dockerfile  
FROM fedora:30  
RUN dnf -y update coreutils
sudo docker build -t test-image .  
sudo docker run -it --rm test-image ls /  ","```bash
cat > Dockerfile <<EOF
FROM fedora:30
RUN dnf -y update coreutils
EOF

sudo docker build -t test-image .
sudo docker run -it --rm test-image ls /
```","cat Dockerfile 
FROM fedora:30
RUN dnf -y update coreutils
sudo docker build
sudo docker run -it --rm <build image> ls /","cat Dockerfile 
FROM fedora:30
RUN dnf -y update coreutils

sudo docker build -t my-fedora-coreutils .

sudo docker run -it --rm my-fedora-coreutils ls /",https://bugzilla.redhat.com/show_bug.cgi?id=1764152
